name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
Cryptidcore,Cryptidcore,https://aesthetics.fandom.com/wiki/Cryptidcore,"['Aliencore', 'After_Hours', 'Liminal_Space', 'Witchcore', 'Goblincore', 'Adventurecore', 'Midwest_Gothic', 'Suburban_Gothic', 'Analog_Horror']",2010s,"Cryptids, urban legends, abandoned buildings, dark forests","Muted, glow-in-the-dark","Adventure, mystery, curiosity",ravity FallsTwin PeaksUnsolved MysteriesThe Twilight ZoneThe X-FilesThe SCP FoundationThe Adventure Zone: Amnesty,2010.0,2010.0
Cubism,Cubism,https://aesthetics.fandom.com/wiki/Cubism,"['Art_Deco', 'Constructivism', 'Futurism', 'Post-Impressionism', 'Suprematism']",1900s - 1910s,"Fragmented objects, simultaneous multiple viewpoints, geometric forms (cubes, cylinders), muted palettes (Analytic), collage elements (papier collé)","Analytic:Monochromatic browns, grays, and ochresSynthetic:Brighter, bolder, and flatter colors","Rejection of single-point perspective, analysis of form, conceptual representation over perceptual, questioning the nature of reality in art",,1900.0,1910.0
Cult Party Kei,Cult_Party_Kei,https://aesthetics.fandom.com/wiki/Cult_Party_Kei,"['Balletcore', 'Delicate_Sweet', 'Dolly_Kei', 'Fairy_Kei', 'Mori_Kei', 'Morute', 'Pale', 'Shabby_Chic', 'Traumacore', 'Vintage', 'Yume_Kawaii']",2010s,Vintage layers,Pale washed out colors,,,2010.0,2010.0
Cumbiero,Cumbiero,https://aesthetics.fandom.com/wiki/Cumbiero,"['Cholombiano', 'Flaite', 'Reggaetonero', 'Rolinga']",Late 1990s – Early 2000s,"Urban marginality, street life, pride in local origin, stylized violence, luxury sportswear brands, distinct hairstyles (short sides/long top, shaved nape for women)","High-contrast colors (often neon/bright hues), black, white","Group loyalty, street credibility, defiance against the upper class, pride in villero identity","umberos (TV Series), El Bonaerense (Film)",1990.0,2000.0
Curly Girly,Curly_Girly,https://aesthetics.fandom.com/wiki/Curly_Girly,"['Barbiecore', 'Cyber_Stylin%27', 'Kidcore', 'Global_Village_Coffeehouse', 'McBling', 'Parisian_Girly', 'Groovival', 'Scene_Tween', 'Shoe_Diva', 'Tweencore', 'Wacky_Pomo']",1990s,"Ornate, playful, frilly designs, pop culture references, ""Diva"" motifs","Pink, purple, violet, baby pink",,,1990.0,1990.0
Cutecore,Cutecore,https://aesthetics.fandom.com/wiki/Cutecore,"['Animecore', 'Bubblegum_Dance', 'Femcel_(anime_subculture)', 'Gurokawa', 'Heisei_Retro', 'Horror', 'Jojifuku', 'Kawaii', 'Lolicore', 'Pastel_Gore', 'Sanriocore', 'Traumacore', 'Yami_Kawaii']",2020s,"Juxtaposition ofkawaiiwithhorror, blood splatters, bandages, medical equipment, fast food packaging","Pastels (pink, yellow, blue), white, red (blood)","Trauma processing, morbid curiosity, regression, rejection of sanitization",,2020.0,2020.0
Cybercore,Cybercore,https://aesthetics.fandom.com/wiki/Cybercore,"['Animecore', 'Cyber_Angel', 'Glitchbreak', 'Krushclub', 'Mizuiro', 'Neo-Y2K', 'Y2K_Futurism', 'Webcore']",2020s,"Early internet UI (dialogue boxes, cursors), retro anime, flip phones, butterflies, angels, celestial imagery (planets, stars), hearts, scanlines, glows, gradients","Saturated blue, silver, white, with pink and pastel accents","Nostalgia, digital escapism, retro-futurism, ethereal and melancholic moods","eon Genesis Evangelion, Serial Experiments Lain",2020.0,2020.0
Cyberdelia,Cyberdelia,https://aesthetics.fandom.com/wiki/Cyberdelia,"['Acid_Design', 'Acid_House', 'Cyberpunk', 'Demoscene', 'Early_Cyber', 'Glitch_Art', 'Groovival', 'Hippie', 'Low_Poly', 'Psychedelia', 'Raver', 'Vaporwave', 'Y2K_Futurism']",1980s,"Early CGI, kaleidoscopic patterns, acid colors, fractal forms, psychedelic visuals, rave culture imagery","Rainbow, neon, fluorescent colors",,"ackers, The Lawnmower Man, LSD: Dream Emulator, Worlds.com",1980.0,1980.0
Cyber Doll,Cyber_Doll,https://aesthetics.fandom.com/wiki/Cyber_Doll,"['Cyber_Angel', 'Dollcore', 'E-Girl', 'Jirai_Kei', 'Kogal', 'Living_Doll', 'Morute', 'Nanchatte_Seifuku', 'Xpiritualism']",Mid-2020s,"Heavily edited facial features, porcelain doll-like appearance, artificial aesthetic,uncanny valleyeffect, digital manipulation",Muted and gloomy tones,"Digital self-expression, artificial beauty, transformation of identity",,2020.0,2020.0
Cyber Ghetto,Cyber_Ghetto,https://aesthetics.fandom.com/wiki/Cyber_Ghetto,"['2014_Tumblr', 'Afrofuturism', 'Alien', 'Baddie', 'Cyberpunk', 'E-Girl', 'Grunge', 'Health_Goth', 'Hip-Hop', 'Kawaii', 'Rave', 'Seapunk', 'Vaporwave', 'Y2K_Futurism']",2010s,"Elements of Seapunk, Kawaii, Grunge, late 90s/early 00s urban fashion, old school Hip-Hop, late Hip-Hop, electronic music, aliens, colored hair, unconventional fashion","Bright, vibrant colors, black, silvers, holographic color shifts","Self-love, originality, thinking out of the box",,2010.0,2010.0
Cybergoth,Cybergoth,https://aesthetics.fandom.com/wiki/Cybergoth,"['Aggrotech', 'Brostep', 'Cyberpunk', 'Fetish_Goth', 'Industrial', 'Rivethead', 'Raver', 'Techwear']",Late 1990s,"Synthetic dreadfalls (cyberlox), goggles, gas masks, biohazard symbols, circuit patterns, platform boots, PVC and vinyl clothing","Black contrasted with bright neon or UV-reactive colors (green, pink, blue, orange)","Futurism, technology, dystopian themes, electronic music, club culture, individuality",,1990.0,1990.0
Cyber Grunge,Cyber_Grunge,https://aesthetics.fandom.com/wiki/Cyber_Grunge,"['Acubi', 'Avant_Apocalypse', 'Denpa', 'Fairy_Grunge', 'Gen_X_Soft_Club', 'Goblincore', 'Grunge', 'Industrial_Decay', 'Mallgoth', 'Opium', 'Post-Grunge_Maximalism', 'Stargirl', 'Twilightcore', 'Urbancore', 'Y2K_Futurism']",2020s,"Distressed clothing, utilitarian details (pockets, straps), Y2K silhouettes, layered androgynous clothing, dark color palette, (variations: military influences, urban decay)","Black, gray, muted greens, browns, and blues","Urban edge, rebellious style, Y2K nostalgia, utilitarianism, societal critique, disillusionment","erial Experiments Lain, 90s/2000s alternative music, urban photography",2020.0,2020.0
Cyberminimalism,Cyberminimalism,https://aesthetics.fandom.com/wiki/Cyberminimalism,"['Flat_Design', 'Glassmorphism', 'International_Typographic_Style', 'Minimalism']",2010s,"Bento grids, grotesque or sans serif fonts, black backgrounds, gradients","black, white",,,2010.0,2010.0
Cyberpop,Cyberpop,https://aesthetics.fandom.com/wiki/Cyberpop,"['Club_Kids', 'Cybergoth', 'Cyberprep', 'Cyberpunk', 'Decora', 'Dokukawaii', 'Harajuku_Fashion', 'Kandi_Raver', 'Raver', 'Retrofuturism', 'Shibuya_Punk', 'Uchuu_Kei', 'Y2K_Futurism']",1990s,Retro-futurism,Neon,Envisioning the future as incredibly bright and neon. Affiliated with dance and party culture.,,1990.0,1990.0
Cyberprep,Cyberprep,https://aesthetics.fandom.com/wiki/Cyberprep,"['Abstract_Tech', 'Biopunk', 'Corporate', 'Cyberpop', 'Cyberpunk', 'Cybertwee', 'Flat_Design', 'Frutiger_Aero', 'Frutiger_Eco', 'Hexatron', 'New_Wave', 'Preppy', 'Solarpunk', 'Synthwave', 'Y2K_Futurism']",1960s (core ideas)2000s,CityscapesTechnologyCyberspaceRobotics,"White, Light Blue",Optimistic FuturismHigh Tech/High Life,,1960.0,2000.0
Cyberpunk,Cyberpunk,https://aesthetics.fandom.com/wiki/Cyberpunk,"['90s_Cool', 'Abstract_Tech', 'Berlin_Techno_Fashion', 'Biopunk', 'Brutalism', 'Cassette_Futurism', 'Cyberdelia', 'Cyber_Ghetto', 'Cyberpop', 'Cyberprep', 'Cybertwee', 'Dreampunk', 'Early_Cyber', 'Electronic_Body_Music', 'Glitch_Art', 'Hexatron', 'Neo-Tokyo', 'Neon_Noir', 'PC-98', 'Retrofuturism', 'Rivethead', 'Synthwave', 'Steampunk', 'Techwear', 'Vaporwave', 'Vectorheart', 'Y2K_Futurism']",1980s,"Neon-lit cityscapes, cybernetics and prosthetics, rain-slicked streets, towering megastructures, computer terminals, hackers, holograms, Japanese kanji, tactical gear, wires and cables","Black, neon blue, neon pink, neon purple, silver, chrome","High-Tech/Low-Life, anti-authoritarianism, transhumanism, skepticism of corporate power, digital dystopia","euromancer, Blade Runner, Akira, Ghost in the Shell, The Matrix, Johnny Mnemonic, Cyberpunk 2077, Deus Ex, Shadowrun",1980.0,1980.0
Cybersigilism,Cybersigilism,https://aesthetics.fandom.com/wiki/Cybersigilism,"['Acid_Design', 'Cyber_Grunge', 'Cyberpunk', 'Drain', 'Krushclub', 'Metalheart', 'Post-Grunge_Maximalism', 'Sigilkore', 'Y3K']",Late 2010s,"Sharp blackwork, biomechanical filigree, H.R. Giger influence,metalband logos, thorns, barbed wire, religious icons, digital artifacts, organic/mechanical fusion","Black, charcoal, silver","Bodily autonomy, internet mysticism, maximalism, anti-minimalism, transgressive expression",,2010.0,2010.0
Cyber Stylin’,Cyber_Stylin%E2%80%99,https://aesthetics.fandom.com/wiki/Cyber_Stylin%E2%80%99,"['Barbiecore', 'Glitter_Graphics', 'Tweencore', 'McBling', 'Bubblegum_Bitch', 'Gyaru', 'Vectordelia', 'Old_Web', 'Curly_Girly', 'Y2K_Futurism']",2000s-2010s,"Femininity, nostalgia, youth","Pink, purple, white, brown, blue, black","Self-love, self care, personal expression, feminimity","irlsgogames.com, MyScene, Candybar Dollmaker, Miss Bimbo, Style Dollz, Chicaloca, Sugar Luxe",2000.0,2010.0
Cybertwee,Cybertwee,https://aesthetics.fandom.com/wiki/Cybertwee,"['Cyberprep', 'Cyberpunk', 'Kawaii', 'Kawaii_Gamer', 'Seapunk', 'Twee', 'Vaporwave', 'Webcore', 'Y2K_Futurism']",2010s,"Pastel colors (especially pink, purple), glitter, holographic effects, kawaii imagery, emojis, soft textures (lace, ruffles, taffeta), plastic, wearable tech, illuminated elements (LEDs), butterflies, hearts, flowers, seashells, sweetness (e.g., cookies)","Pastel pink, pastel purple, holographic, bright colors, soft hues, chrome, silver","Sincerity, softness, sweetness, empathy, sentimentality, community, feminism, anti-sexism, challenging male-dominated tech, deconstructingcyberpunk, creativity, emotional expression, blurring real and digital life, open-source collaboration, digital literacy for marginalized groups","euromancer (as a contrast/influence), Ghost in the Shell (as a contrast/influence), Sailor Moon (nostalgic influence), A24 horror films (as a contrast for Deep Web Bake Sale context)",2010.0,2010.0
Czech Cubism,Czech_Cubism,https://aesthetics.fandom.com/wiki/Czech_Cubism,"['Art_Deco', 'Cubism', 'Expressionism', 'Modernism']",1910s,"Prismatic and crystalline shapes, sharp angles, beveled planes, geometric forms, zig-zags",,"Dynamism, artistic expression, spirituality in form, national identity, modernism",,1910.0,1910.0
Dadaism,Dadaism,https://aesthetics.fandom.com/wiki/Dadaism,"['Constructivism', 'Dau_al_Set', 'Futurism', 'Industrial', 'Neue_Slowenische_Kunst', 'Pop_Art', 'Punk', 'Surrealism', 'Weimar_Cabaret']",1910s (c. 1916–1924),"The readymade, collage and photomontage, chance operations, nonsense poetry, provocative performance, appropriation of mass media","Varies, often black, white, and red in graphic design","Anti-art, irrationality, absurdity, chance, protest, nihilism, rejection of bourgeois logic",,1910.0,1924.0
Dadcore,Dadcore,https://aesthetics.fandom.com/wiki/Dadcore,"['Eclectic_Grandpa', 'Gorpcore', 'Indie_Sleaze', 'Normcore', 'Vacation_Dadcore']",Late 2010s,"Stonewashed denim, jorts, chunky sneakers, promotional t-shirts, cargo pockets, windbreakers, baseball caps","Heather grey, stonewashed blue, khaki, navy, faded primary tones","Practicality, comfort, anti-consumerism, nostalgia, intentional imperfection","igh Fidelity, The Cosby Show, Seinfeld",2010.0,2010.0
Dandy,Dandy,https://aesthetics.fandom.com/wiki/Dandy,"['Aestheticism', 'La_Sape', 'Metrosexual', 'Regency', 'Sprezzatura', 'Victorian']",Late 18th & 19th Centuries,"Impeccable tailoring, cravats, top hats, walking canes, gloves, polished boots, nonchalance","Subdued palettes (dark blue, black, white), with attention to fabric and cut","Elegance, self-cultivation, nonchalance (sprezzatura), individualism, refined taste, quiet superiority, artifice over nature",,18.0,1900.0
Danish Golden Age,Danish_Golden_Age,https://aesthetics.fandom.com/wiki/Danish_Golden_Age,"['Dutch_Golden_Age', 'Realism', 'Romanticism', 'Neoclassicism']",Early 19th century (c. 1801-1864),"Copenhagen cityscapes, Danish landscapes, portraits of artists and citizens, genre scenes of everyday life, Neoclassical architecture","Soft, natural light with strong color contrasts; muted tones and vibrant accents","National identity, idealized realism, detailed observation, depictions of daily life, landscape, portraiture",,1800.0,1900.0
Danish Pastel,Danish_Pastel,https://aesthetics.fandom.com/wiki/Danish_Pastel,"['Avant_Basic', 'Cottagecore', 'Plant_Mom', 'Dopamine', 'Scandinavian_Design']",2020s,"Novelty candles, potted plants, motivational posters","White, neon pastels",,,2020.0,2020.0
Dark Academia,Dark_Academia,https://aesthetics.fandom.com/wiki/Dark_Academia,"['Beatnik', 'Darkest_Academia', 'Chaotic_Academia', 'Dandy', 'Gothic', 'Light_Academia', 'Old_Money', 'Preppy', 'Romantic_Academia', 'Studyblr', 'Thought_Daughter', 'Whimsigoth', 'Victorian']",Mid-2010s (peak popularity in the early 2020s),"Books, libraries, classical art, ancient history, poetry, writing, candles, old architecture, tweed jackets, pleated skirts","Black, brown, dark green, burgundy, tan, cream","Intellectualism, self-discovery, romanticism, mystery, rebellion, decadence","he Secret History, Dead Poets Society, Kill Your Darlings, Harry Potter",2010.0,2020.0
Dark Aero,Dark_Aero,https://aesthetics.fandom.com/wiki/Dark_Aero,"['Abstract_Tech', 'Recession_Pop', 'Flat_Design', 'Frutiger_Aero', 'Hexatron', 'Metalheart', 'Skeuomorphism', 'Vectordelia', 'Y2K_Futurism']",2000s,"Black piano gloss,Skeuomorphism, Glossy & graphite textures, Aero glass, Neon highlights, Auroras","Black, Gray, White, Chrome (primary)Blue, Green, Red, Yellow (accents)",,,2000.0,2000.0
Dark Cabaret,Dark_Cabaret,https://aesthetics.fandom.com/wiki/Dark_Cabaret,"['Burlesque', 'Clowncore', 'Deathrock', 'Edwardian', 'Emo', 'Goth', 'Industrial', 'Punk', 'Steampunk', 'Victorian', 'Weimar_Cabaret']",1990s (with roots in the 1970s),"Macabre imagery, theatricality, vintage aesthetics (WeimarVictorian,Edwardian), circus/fairground elements, vaudeville/burlesquethemes, psychological depth, satire, the grotesque, historical references","Dark tones, black, red, white (for face makeup), muted colors, stark contrasts","Theatricality, emotional depth, dark humor, rebellion, societal critique, anti-establishment, fascination with the unsettling",,1970.0,1990.0
Dark Fantasy,Dark_Fantasy,https://aesthetics.fandom.com/wiki/Dark_Fantasy,"['Fantasy', 'Gothic', 'Goth', 'Grimdark', 'Medieval_Fantasy', 'Romantic_Goth', 'Vampire']",1970s (coined),"Crumbling stone architecture, heavy fabrics, iron and bone imagery, magic with a grievous cost, corvids, morally compromised heroes, gloomy urban or wild settings","Black, crimson, midnight blue, dull silver, deep forest green","Moral ambiguity, deconstruction of fantasy tropes, existential dread, macabre beauty, tragic fate"," Song of Fire and Ice, Berserk, The Dark Tower Series, The Vampire Chronicles, Dark Souls, Elden Ring, Bloodborne, Pan's Labyrinth, Legend",1970.0,1970.0
Dark Girly and Sweet Girly,Dark_Girly_and_Sweet_Girly,https://aesthetics.fandom.com/wiki/Dark_Girly_and_Sweet_Girly,['Girly_Kei'],2019,"Kawaii blouses, short skirts, rhinestones, metal hardware, ribbon bows","Pink, black, and white",Femininity contrasted with edginess,,2019.0,2019.0
Dark Naturalism,Dark_Naturalism,https://aesthetics.fandom.com/wiki/Dark_Naturalism,"['Appalachian_Gothic', 'Dark_Academia', 'Dark_Nautical', 'Gloomcore', 'Naturecore', 'Vulture_Culture']",2020s,"Pressed flowers, open windows, murder mysteries, cryptid hunting, field notes, plaid, linen, forest fog","Sage green, maroon, oxblood, cream, forest green, charcoal",,,2020.0,2020.0
Dark Nautical,Dark_Nautical,https://aesthetics.fandom.com/wiki/Dark_Nautical,"['Coastal_Style', 'Cottagecore', 'Forestpunk', 'Nautical', 'Ocean_Grunge', 'Newlyn_School', 'Pirate', 'St_Ives_School', 'Witchcore']",2020s,"Lighthouses, rugged coastlines, stormy weather, cabins, docks, rope, the sea, sea monsters, storms, lanterns, gas lamps, sturdy boots, sea shanties, sailing ships, anchors, fishing net","Chartreuse, cyan, various shades of blue, sea green, white, black, sandy brown","Fear of the unknown, isolation, exploration",he Lighthouse (2019)The Finest Hours (2016)Moby Dick by Herman Melvillesome of H.P. Lovecraft's storiesThe Longest JohnsThe DreadnoughtsStan RogersPoldark (2015-2019)And Then There Were None by Agatha ChristieMamma Mia (2008),2020.0,2020.0
Dark Nymphet,Dark_Nymphet,https://aesthetics.fandom.com/wiki/Dark_Nymphet,"['Nymphet', 'Waif', 'Gothic_Lolita', 'Kinderwhore', 'Coquette', 'Dollette', 'Morute', 'Femme_Fatale', 'Succubus_Chic']",2010s,"Youth, adolescence, gloominess, beauty, coping with trauma","Black, red, white, grey",,"olita (1997, 1962)",2010.0,2010.0
Dark Romanticism,Dark_Romanticism,https://aesthetics.fandom.com/wiki/Dark_Romanticism,['Romanticism'],18th century,"Nature, the supernatural,  occultism, demons, ghosts",,"Moral failure, self-destruction, punishment, individualism",rankenstein by Mary Shelley,1700.0,1800.0
Darksynth,Darksynth,https://aesthetics.fandom.com/wiki/Darksynth,"['Cyberpunk', 'Goth', 'Horror', 'Industrial', 'Metal', 'Neon_Noir', 'Synthwave']",Early 2010s,"Cyberpunk dystopia, occultism, satanic symbols (pentagrams, inverted crosses), 80s horror/sci-fi, ultra-violence, skulls, neon noir","Black, deep red, electric blue, magenta, neon highlights","Aggression, darkness, intensity, nostalgia for dark 80s media, rebellion","otline Miami (video game), John Carpenter films",2010.0,2010.0
Dark Triad,Dark_Triad,https://aesthetics.fandom.com/wiki/Dark_Triad,"['Brazilian_Phonk', 'Dark_Academia', 'Drift_Phonk', 'Hyperborean', 'Krushclub']",2020s,"The Triad Pyramid logo, black-and-white high-contrast filters, sigma male archetype, looksmaxxing ""before and after"" transitions, facial symmetry, ""hunter eyes,"" tailored suits, cigarette smoke, statue imagery (e.g., Marcus Aurelius or David), gym progress footage, hardtekk/drift phonk music","Black, White, Dark Grey, Chrome","Ruthless discipline, social manipulation, emotional detachment, physical perfectionism, ""dark"" charisma","merican Psycho, Nightcrawler, The Wolf of Wall Street, Peaky Blinders, The Idol",2020.0,2020.0
